Blocs;Fermenter;Species;Time (h);CO2 (g/L);CO2_rate (g/L/h)
Sc vs Hu;F25;Hu;68.19;13.698;0.26
Sc vs Hu;F25;Hu;68.19;13.698;0.26
Sc vs Hu;F25;Hu;68.53;13.764;0.257
Sc vs Hu;F25;Hu;68.86;13.849;0.245
Sc vs Hu;F25;Hu;69.19;13.962;0.24
Sc vs Hu;F25;Hu;69.53;14.037;0.238
Sc vs Hu;F25;Hu;69.86;14.113;0.234
Sc vs Hu;F25;Hu;70.19;14.188;0.235
Sc vs Hu;F25;Hu;70.53;14.217;0.229
Sc vs Hu;F25;Hu;70.86;14.33;0.224
Sc vs Hu;F25;Hu;71.19;14.406;0.23
Sc vs Hu;F25;Hu;71.53;14.482;0.235
Sc vs Hu;F25;Hu;71.86;14.577;0.24
Sc vs Hu;F25;Hu;72.19;14.625;0.25
Sc vs Hu;F25;Hu;72.53;14.7;0.244
Sc vs Hu;F25;Hu;72.86;14.814;0.249
Sc vs Hu;F25;Hu;73.19;14.89;0.248
Sc vs Hu;F25;Hu;73.53;14.976;0.243
Sc vs Hu;F25;Hu;73.86;15.089;0.249
Sc vs Hu;F25;Hu;74.19;15.118;0.244
Sc vs Hu;F25;Hu;74.53;15.241;0.235
Sc vs Hu;F25;Hu;74.86;15.289;0.233
Sc vs Hu;F25;Hu;75.19;15.346;0.232
Sc vs Hu;F25;Hu;75.53;15.478;0.232
Sc vs Hu;F25;Hu;76.19;15.602;0.228
Sc vs Hu;F25;Hu;76.53;15.659;0.229
Sc vs Hu;F25;Hu;76.88;15.763;0.231
Sc vs Hu;F25;Hu;77.19;15.858;0.234
Sc vs Hu;F25;Hu;77.53;15.943;0.227
Sc vs Hu;F25;Hu;77.86;15.934;0.225
Sc vs Hu;F25;Hu;78.19;16.076;0.22
Sc vs Hu;F25;Hu;78.53;16.143;0.219
Sc vs Hu;F25;Hu;78.86;16.238;0.222
Sc vs Hu;F25;Hu;79.19;16.276;0.225
Sc vs Hu;F25;Hu;79.53;16.332;0.229
Sc vs Hu;F25;Hu;79.86;16.408;0.222
Sc vs Hu;F25;Hu;80.19;16.522;0.218
Sc vs Hu;F25;Hu;80.53;16.608;0.211
Sc vs Hu;F25;Hu;80.86;16.665;0.21
Sc vs Hu;F25;Hu;81.19;16.721;0.202
Sc vs Hu;F25;Hu;81.53;16.816;0.19
Sc vs Hu;F25;Hu;82.19;16.911;0.18
Sc vs Hu;F25;Hu;82.53;16.94;0.189
Sc vs Hu;F25;Hu;82.86;16.997;0.196
Sc vs Hu;F25;Hu;83.19;17.074;0.197
Sc vs Hu;F25;Hu;83.53;17.131;0.197
Sc vs Hu;F25;Hu;83.86;17.227;0.206
Sc vs Hu;F25;Hu;84.19;17.323;0.21
Sc vs Hu;F25;Hu;84.53;17.38;0.21
Sc vs Hu;F25;Hu;84.86;17.418;0.209
Sc vs Hu;F25;Hu;85.19;17.485;0.207
Sc vs Hu;F25;Hu;85.53;17.571;0.202
Sc vs Hu;F25;Hu;85.86;17.629;0.202
Sc vs Hu;F25;Hu;86.19;17.705;0.209
Sc vs Hu;F25;Hu;86.53;17.782;0.213
Sc vs Hu;F25;Hu;86.86;17.849;0.205
Sc vs Hu;F25;Hu;87.19;17.906;0.201
Sc vs Hu;F25;Hu;87.53;17.983;0.202
Sc vs Hu;F25;Hu;87.86;18.069;0.199
Sc vs Hu;F25;Hu;88.19;18.126;0.201
Sc vs Hu;F25;Hu;88.53;18.145;0.198
Sc vs Hu;F25;Hu;88.86;18.241;0.198
Sc vs Hu;F25;Hu;89.19;18.317;0.195
Sc vs Hu;F25;Hu;89.53;18.375;0.196
Sc vs Hu;F25;Hu;89.86;18.47;0.199
Sc vs Hu;F25;Hu;90.19;18.49;0.199
Sc vs Hu;F25;Hu;90.53;18.576;0.195
Sc vs Hu;F25;Hu;90.86;18.633;0.197
Sc vs Hu;F25;Hu;91.19;18.71;0.2
Sc vs Hu;F25;Hu;91.53;18.777;0.203
Sc vs Hu;F25;Hu;91.86;18.815;0.202
Sc vs Hu;F25;Hu;92.19;18.91;0.201
Sc vs Hu;F25;Hu;92.53;18.987;0.194
Sc vs Hu;F25;Hu;92.86;19.054;0.197
Sc vs Hu;F25;Hu;93.19;19.13;0.193
Sc vs Hu;F25;Hu;93.53;19.14;0.19
Sc vs Hu;F25;Hu;93.86;19.245;0.184
Sc vs Hu;F25;Hu;94.19;19.255;0.183
Sc vs Hu;F25;Hu;94.53;19.389;0.185
Sc vs Hu;F25;Hu;94.86;19.408;0.185
Sc vs Hu;F25;Hu;95.19;19.465;0.188
Sc vs Hu;F25;Hu;95.53;19.542;0.182
Sc vs Hu;F25;Hu;95.86;19.599;0.184
Sc vs Hu;F25;Hu;96.19;19.676;0.176
Sc vs Hu;F25;Hu;96.86;19.781;0.18
Sc vs Hu;F25;Hu;97.19;19.829;0.179
Sc vs Hu;F25;Hu;97.53;19.896;0.179
Sc vs Hu;F25;Hu;97.86;19.953;0.176
Sc vs Hu;F25;Hu;98.19;20.02;0.172
Sc vs Hu;F25;Hu;98.53;20.077;0.171
Sc vs Hu;F25;Hu;98.86;20.135;0.164
Sc vs Hu;F25;Hu;99.19;20.202;0.162
Sc vs Hu;F25;Hu;99.53;20.24;0.159
Sc vs Hu;F25;Hu;99.86;20.288;0.16
Sc vs Hu;F25;Hu;100.19;20.336;0.161
Sc vs Hu;F25;Hu;100.53;20.365;0.159
Sc vs Hu;F25;Hu;100.86;20.461;0.164
Sc vs Hu;F25;Hu;101.19;20.5;0.166
Sc vs Hu;F25;Hu;101.53;20.577;0.169
Sc vs Hu;F25;Hu;101.86;20.625;0.168
Sc vs Hu;F25;Hu;102.19;20.654;0.171
Sc vs Hu;F25;Hu;102.53;20.75;0.168
Sc vs Hu;F25;Hu;102.86;20.769;0.167
Sc vs Hu;F25;Hu;103.19;20.846;0.168
Sc vs Hu;F25;Hu;103.53;20.885;0.172
Sc vs Hu;F25;Hu;103.86;20.972;0.174
Sc vs Hu;F25;Hu;104.19;21.02;0.166
Sc vs Hu;F25;Hu;104.53;21.049;0.173
Sc vs Hu;F25;Hu;104.86;21.135;0.17
Sc vs Hu;F25;Hu;105.19;21.193;0.169
Sc vs Hu;F25;Hu;105.53;21.251;0.169
Sc vs Hu;F25;Hu;105.86;21.261;0.166
Sc vs Hu;F25;Hu;106.19;21.376;0.16
Sc vs Hu;F25;Hu;106.53;21.405;0.153
Sc vs Hu;F25;Hu;106.86;21.453;0.158
Sc vs Hu;F25;Hu;107.19;21.54;0.16
Sc vs Hu;F25;Hu;107.53;21.54;0.162
Sc vs Hu;F25;Hu;107.86;21.578;0.157
Sc vs Hu;F25;Hu;108.19;21.646;0.162
Sc vs Hu;F25;Hu;108.53;21.752;0.162
Sc vs Hu;F25;Hu;108.86;21.781;0.16
Sc vs Hu;F25;Hu;109.19;21.829;0.163
Sc vs Hu;F25;Hu;109.53;21.887;0.158
Sc vs Hu;F25;Hu;109.86;21.945;0.157
Sc vs Hu;F25;Hu;110.19;21.983;0.148
Sc vs Hu;F25;Hu;110.53;22.031;0.144
Sc vs Hu;F25;Hu;110.86;22.07;0.147
Sc vs Hu;F25;Hu;111.19;22.128;0.152
Sc vs Hu;F25;Hu;111.53;22.224;0.154
Sc vs Hu;F25;Hu;111.86;22.214;0.158
Sc vs Hu;F25;Hu;112.19;22.234;0.151
Sc vs Hu;F25;Hu;112.53;22.349;0.154
Sc vs Hu;F25;Hu;112.86;22.426;0.145
Sc vs Hu;F25;Hu;113.19;22.446;0.146
Sc vs Hu;F25;Hu;113.53;22.503;0.148
Sc vs Hu;F25;Hu;113.86;22.494;0.14
Sc vs Hu;F25;Hu;114.19;22.609;0.134
Sc vs Hu;F25;Hu;114.53;22.59;0.134
Sc vs Hu;F25;Hu;114.86;22.696;0.141
Sc vs Hu;F25;Hu;115.19;22.706;0.139
Sc vs Hu;F25;Hu;115.53;22.735;0.14
Sc vs Hu;F25;Hu;115.86;22.831;0.132
Sc vs Hu;F25;Hu;116.19;22.86;0.134
Sc vs Hu;F25;Hu;116.53;22.918;0.126
Sc vs Hu;F25;Hu;116.86;22.927;0.136
Sc vs Hu;F25;Hu;117.19;22.975;0.135
Sc vs Hu;F25;Hu;117.53;23.024;0.123
Sc vs Hu;F25;Hu;117.86;23.052;0.119
Sc vs Hu;F25;Hu;118.19;23.101;0.121
Sc vs Hu;F25;Hu;118.53;23.197;0.129
Sc vs Hu;F25;Hu;118.86;23.216;0.126
Sc vs Hu;F25;Hu;119.19;23.197;0.128
Sc vs Hu;F25;Hu;119.53;23.236;0.129
Sc vs Hu;F25;Hu;119.86;23.322;0.127
Sc vs Hu;F25;Hu;120.19;23.39;0.122
Sc vs Hu;F25;Hu;120.53;23.39;0.125
Sc vs Hu;F25;Hu;120.86;23.467;0.129
Sc vs Hu;F25;Hu;121.19;23.496;0.12
Sc vs Hu;F25;Hu;121.53;23.534;0.11
Sc vs Hu;F25;Hu;121.86;23.553;0.106
Sc vs Hu;F25;Hu;122.19;23.582;0.107
Sc vs Hu;F25;Hu;122.53;23.65;0.105
Sc vs Hu;F25;Hu;122.86;23.659;0.111
Sc vs Hu;F25;Hu;123.19;23.698;0.112
Sc vs Hu;F25;Hu;123.53;23.736;0.111
Sc vs Hu;F25;Hu;123.86;23.765;0.107
Sc vs Hu;F25;Hu;124.19;23.823;0.102
Sc vs Hu;F25;Hu;124.53;23.881;0.104
Sc vs Hu;F25;Hu;124.86;23.891;0.101
Sc vs Hu;F25;Hu;125.19;23.9;0.096
Sc vs Hu;F25;Hu;125.53;23.939;0.095
Sc vs Hu;F25;Hu;125.86;23.968;0.091
Sc vs Hu;F25;Hu;126.19;24.016;0.094
Sc vs Hu;F25;Hu;126.53;24.045;0.098
Sc vs Hu;F25;Hu;126.86;24.054;0.102
Sc vs Hu;F25;Hu;127.19;24.112;0.1
Sc vs Hu;F25;Hu;127.53;24.131;0.099
Sc vs Hu;F25;Hu;127.86;24.189;0.101
Sc vs Hu;F25;Hu;128.19;24.199;0.096
Sc vs Hu;F25;Hu;128.53;24.247;0.089
Sc vs Hu;F25;Hu;128.86;24.266;0.081
Sc vs Hu;F25;Hu;129.19;24.295;0.076
Sc vs Hu;F25;Hu;129.53;24.363;0.075
Sc vs Hu;F25;Hu;129.86;24.324;0.075
Sc vs Hu;F25;Hu;130.19;24.343;0.072
Sc vs Hu;F25;Hu;130.53;24.382;0.073
Sc vs Hu;F25;Hu;130.86;24.401;0.071
Sc vs Hu;F25;Hu;131.19;24.459;0.073
Sc vs Hu;F25;Hu;131.53;24.469;0.08
Sc vs Hu;F25;Hu;131.86;24.488;0.081
Sc vs Hu;F25;Hu;132.19;24.517;0.079
Sc vs Hu;F25;Hu;132.53;24.526;0.081
Sc vs Hu;F25;Hu;132.86;24.575;0.082
Sc vs Hu;F25;Hu;133.19;24.584;0.079
Sc vs Hu;F25;Hu;133.53;24.632;0.08
Sc vs Hu;F25;Hu;133.86;24.652;0.08
Sc vs Hu;F25;Hu;134.19;24.69;0.074
Sc vs Hu;F25;Hu;134.53;24.729;0.068
Sc vs Hu;F25;Hu;134.86;24.69;0.06
Sc vs Hu;F25;Hu;135.19;24.758;0.058
Sc vs Hu;F25;Hu;135.53;24.777;0.055
Sc vs Hu;F25;Hu;135.86;24.767;0.058
Sc vs Hu;F25;Hu;136.19;24.796;0.062
Sc vs Hu;F25;Hu;136.53;24.787;0.069
Sc vs Hu;F25;Hu;136.86;24.854;0.069
Sc vs Hu;F25;Hu;137.19;24.844;0.073
Sc vs Hu;F25;Hu;137.53;24.912;0.075
Sc vs Hu;F25;Hu;137.86;24.921;0.075
Sc vs Hu;F25;Hu;138.19;24.941;0.07
Sc vs Hu;F25;Hu;138.53;24.979;0.061
Sc vs Hu;F25;Hu;138.86;24.989;0.063
Sc vs Hu;F25;Hu;139.19;24.999;0.059
Sc vs Hu;F25;Hu;139.53;25.037;0.064
Sc vs Hu;F25;Hu;139.86;25.018;0.074
Sc vs Hu;F25;Hu;140.19;25.047;0.082
Sc vs Hu;F25;Hu;140.53;25.095;0.08
Sc vs Hu;F25;Hu;140.86;25.114;0.085
Sc vs Hu;F25;Hu;141.19;25.153;0.09
Sc vs Hu;F25;Hu;141.53;25.23;0.089
Sc vs Hu;F25;Hu;141.86;25.249;0.081
Sc vs Hu;F25;Hu;142.19;25.191;0.072
Sc vs Hu;F25;Hu;142.53;25.278;0.063
Sc vs Hu;F25;Hu;142.86;25.316;0.05
Sc vs Hu;F25;Hu;143.19;25.297;0.046
Sc vs Hu;F25;Hu;143.53;25.316;0.049
Sc vs Hu;F25;Hu;143.86;25.336;0.055
Sc vs Hu;F25;Hu;144.19;25.336;0.048
Sc vs Hu;F25;Hu;144.53;25.326;0.045
Sc vs Hu;F25;Hu;144.86;25.393;0.053
Sc vs Hu;F25;Hu;145.19;25.403;0.055
Sc vs Hu;F25;Hu;145.53;25.432;0.057
Sc vs Hu;F25;Hu;145.86;25.442;0.063
Sc vs Hu;F25;Hu;146.19;25.422;0.06
Sc vs Hu;F25;Hu;146.53;25.48;0.06
Sc vs Hu;F25;Hu;146.86;25.499;0.064
Sc vs Hu;F25;Hu;147.19;25.509;0.068
Sc vs Hu;F25;Hu;147.53;25.557;0.068
Sc vs Hu;F25;Hu;147.86;25.538;0.058
Sc vs Hu;F25;Hu;148.19;25.605;0.05
Sc vs Hu;F25;Hu;148.53;25.615;0.049
Sc vs Hu;F25;Hu;148.86;25.644;0.048
Sc vs Hu;F25;Hu;149.19;25.634;0.046
Sc vs Hu;F25;Hu;149.53;25.586;0.048
Sc vs Hu;F25;Hu;149.86;25.654;0.042
Sc vs Hu;F25;Hu;150.19;25.683;0.044
Sc vs Hu;F25;Hu;150.53;25.692;0.049
Sc vs Hu;F25;Hu;150.86;25.721;0.055
Sc vs Hu;F25;Hu;151.19;25.731;0.057
Sc vs Hu;F25;Hu;151.53;25.731;0.052
Sc vs Hu;F25;Hu;151.86;25.75;0.055
Sc vs Hu;F25;Hu;152.19;25.788;0.053
Sc vs Hu;F25;Hu;152.53;25.788;0.054
Sc vs Hu;F25;Hu;152.86;25.808;0.043
Sc vs Hu;F25;Hu;153.19;25.846;0.036
Sc vs Hu;F25;Hu;153.53;25.875;0.027
Sc vs Hu;F25;Hu;153.86;25.846;0.022
Sc vs Hu;F25;Hu;154.19;25.894;0.022
Sc vs Hu;F25;Hu;154.53;25.808;0.023
Sc vs Hu;F25;Hu;154.86;25.846;0.029
Sc vs Hu;F25;Hu;155.19;25.856;0.038
Sc vs Hu;F25;Hu;155.53;25.885;0.045
Sc vs Hu;F25;Hu;155.86;25.904;0.049
Sc vs Hu;F25;Hu;156.19;25.933;0.059
Sc vs Hu;F25;Hu;156.53;25.972;0.059
Sc vs Hu;F25;Hu;156.86;25.981;0.058
Sc vs Hu;F25;Hu;157.19;25.962;0.054
Sc vs Hu;F25;Hu;157.53;25.991;0.051
Sc vs Hu;F25;Hu;157.86;26.01;0.055
Sc vs Hu;F25;Hu;158.19;26.058;0.051
Sc vs Hu;F25;Hu;158.53;26.058;0.052
Sc vs Hu;F25;Hu;158.86;26.068;0.058
Sc vs Hu;F25;Hu;159.19;26.077;0.057
Sc vs Hu;F25;Hu;159.53;26.145;0.054
Sc vs Hu;F25;Hu;159.86;26.106;0.047
Sc vs Hu;F25;Hu;160.19;26.126;0.041
Sc vs Hu;F25;Hu;160.53;26.183;0.041
Sc vs Hu;F25;Hu;160.86;26.193;0.045
Sc vs Hu;F25;Hu;161.19;26.193;0.046
Sc vs Hu;F25;Hu;161.53;26.183;0.052
Sc vs Hu;F25;Hu;161.86;26.164;0.048
Sc vs Hu;F25;Hu;162.19;26.232;0.046
Sc vs Hu;F25;Hu;162.53;26.28;0.049
Sc vs Hu;F25;Hu;162.86;26.289;0.057
Sc vs Hu;F25;Hu;163.19;26.289;0.061
Sc vs Hu;F25;Hu;163.53;26.289;0.053
Sc vs Hu;F25;Hu;163.86;26.318;0.043
Sc vs Hu;F25;Hu;164.19;26.328;0.04
Sc vs Hu;F25;Hu;164.53;26.376;0.04
Sc vs Hu;F25;Hu;164.86;26.386;0.042
Sc vs Hu;F25;Hu;165.19;26.347;0.043
Sc vs Hu;F25;Hu;165.53;26.395;0.038
Sc vs Hu;F25;Hu;165.86;26.405;0.037
Sc vs Hu;F25;Hu;166.53;26.415;0.038
Sc vs Hu;F25;Hu;166.86;26.444;0.034
Sc vs Hu;F25;Hu;167.19;26.463;0.038
Sc vs Hu;F25;Hu;167.86;26.492;0.037
Sc vs Hu;F25;Hu;168.19;26.492;0.037
Sc vs Hu;F25;Hu;168.53;26.473;0.042
Sc vs Hu;F25;Hu;168.86;26.521;0.044
Sc vs Hu;F25;Hu;169.19;26.512;0.05
Sc vs Hu;F25;Hu;169.53;26.551;0.051
Sc vs Hu;F25;Hu;169.86;26.551;0.057
Sc vs Hu;F25;Hu;170.19;26.609;0.057
Sc vs Hu;F25;Hu;170.53;26.599;0.048
Sc vs Hu;F25;Hu;170.86;26.628;0.047
Sc vs Hu;F25;Hu;171.19;26.638;0.042
Sc vs Hu;F25;Hu;171.53;26.667;0.035
Sc vs Hu;F25;Hu;171.86;26.657;0.029
Sc vs Hu;F25;Hu;172.19;26.648;0.035
Sc vs Hu;F25;Hu;172.53;26.687;0.038
Sc vs Hu;F25;Hu;172.86;26.696;0.041
Sc vs Hu;F25;Hu;173.19;26.677;0.043
Sc vs Hu;F25;Hu;173.53;26.706;0.048
Sc vs Hu;F25;Hu;173.86;26.755;0.051
Sc vs Hu;F25;Hu;174.19;26.774;0.045
Sc vs Hu;F25;Hu;174.53;26.774;0.051
Sc vs Hu;F25;Hu;174.86;26.784;0.053
Sc vs Hu;F25;Hu;175.19;26.803;0.051
Sc vs Hu;F25;Hu;175.53;26.823;0.047
Sc vs Hu;F25;Hu;175.86;26.803;0.051
Sc vs Hu;F25;Hu;176.19;26.881;0.056
Sc vs Hu;F25;Hu;176.53;26.871;0.056
Sc vs Hu;F25;Hu;176.86;26.9;0.051
Sc vs Hu;F25;Hu;177.19;26.9;0.051
Sc vs Hu;F25;Hu;177.53;26.939;0.044
Sc vs Hu;F25;Hu;177.86;26.958;0.04
Sc vs Hu;F25;Hu;178.19;26.958;0.042
Sc vs Hu;F25;Hu;178.53;26.949;0.043
Sc vs Hu;F25;Hu;178.86;26.988;0.043
Sc vs Hu;F25;Hu;179.19;26.958;0.042
Sc vs Hu;F25;Hu;179.53;27.026;0.043
Sc vs Hu;F25;Hu;179.86;27.026;0.05
Sc vs Hu;F25;Hu;180.19;27.056;0.053
Sc vs Hu;F25;Hu;180.53;27.056;0.054
Sc vs Hu;F25;Hu;180.86;27.075;0.054
Sc vs Hu;F25;Hu;181.19;27.075;0.049
Sc vs Hu;F25;Hu;181.53;27.124;0.056
Sc vs Hu;F25;Hu;181.86;27.133;0.058
Sc vs Hu;F25;Hu;182.19;27.162;0.061
Sc vs Hu;F25;Hu;182.53;27.153;0.062
Sc vs Hu;F25;Hu;182.86;27.182;0.059
Sc vs Hu;F25;Hu;183.19;27.23;0.059
Sc vs Hu;F25;Hu;183.53;27.24;0.061
Sc vs Hu;F25;Hu;183.86;27.25;0.06
Sc vs Hu;F25;Hu;184.19;27.279;0.055
Sc vs Hu;F25;Hu;184.53;27.269;0.053
Sc vs Hu;F25;Hu;184.86;27.327;0.053
Sc vs Hu;F25;Hu;185.19;27.337;0.053
Sc vs Hu;F25;Hu;185.53;27.347;0.057
Sc vs Hu;F25;Hu;185.86;27.318;0.057
Sc vs Hu;F25;Hu;186.19;27.395;0.053
Sc vs Hu;F25;Hu;186.53;27.415;0.048
Sc vs Hu;F25;Hu;186.86;27.405;0.047
Sc vs Hu;F25;Hu;187.19;27.454;0.043
Sc vs Hu;F25;Hu;187.53;27.463;0.047
Sc vs Hu;F25;Hu;187.86;27.434;0.041
Sc vs Hu;F25;Hu;188.19;27.473;0.038
Sc vs Hu;F25;Hu;188.53;27.473;0.042
Sc vs Hu;F25;Hu;188.86;27.473;0.047
Sc vs Hu;F25;Hu;189.19;27.541;0.055
Sc vs Hu;F25;Hu;189.53;27.541;0.064
Sc vs Hu;F25;Hu;189.86;27.522;0.059
Sc vs Hu;F25;Hu;190.19;27.57;0.062
Sc vs Hu;F25;Hu;190.53;27.619;0.06
Sc vs Hu;F25;Hu;190.86;27.629;0.057
Sc vs Hu;F25;Hu;191.19;27.658;0.055
Sc vs Hu;F25;Hu;191.53;27.629;0.052
Sc vs Hu;F25;Hu;191.86;27.677;0.042
Sc vs Hu;F25;Hu;192.19;27.687;0.04
Sc vs Hu;F25;Hu;192.53;27.716;0.045
Sc vs Hu;F25;Hu;192.86;27.697;0.05
Sc vs Hu;F25;Hu;193.19;27.716;0.052
Sc vs Hu;F25;Hu;193.53;27.726;0.054
Sc vs Hu;F25;Hu;193.86;27.765;0.046
Sc vs Hu;F25;Hu;194.19;27.795;0.049
Sc vs Hu;F25;Hu;194.53;27.824;0.046
Sc vs Hu;F25;Hu;194.86;27.804;0.044
Sc vs Hu;F25;Hu;195.19;27.863;0.038
Sc vs Hu;F25;Hu;195.53;27.785;0.034
Sc vs Hu;F25;Hu;195.86;27.873;0.029
Sc vs Hu;F25;Hu;196.19;27.834;0.027
Sc vs Hu;F25;Hu;196.53;27.883;0.03
Sc vs Hu;F25;Hu;196.86;27.873;0.031
Sc vs Hu;F25;Hu;197.19;27.902;0.038
Sc vs Hu;F25;Hu;197.53;27.883;0.034
Sc vs Hu;F25;Hu;197.86;27.902;0.042
Sc vs Hu;F25;Hu;198.19;27.912;0.043
Sc vs Hu;F25;Hu;198.53;27.951;0.05
Sc vs Hu;F25;Hu;198.86;27.941;0.054
Sc vs Hu;F25;Hu;199.19;27.98;0.055
Sc vs Hu;F25;Hu;199.53;28;0.054
Sc vs Hu;F25;Hu;199.86;28.019;0.056
Sc vs Hu;F25;Hu;200.19;28.039;0.06
Sc vs Hu;F25;Hu;200.53;28.058;0.059
Sc vs Hu;F25;Hu;200.86;28.049;0.051
Sc vs Hu;F25;Hu;201.19;28.078;0.045
Sc vs Hu;F25;Hu;201.53;28.117;0.039
Sc vs Hu;F25;Hu;201.86;28.166;0.039
Sc vs Hu;F25;Hu;202.19;28.127;0.045
Sc vs Hu;F25;Hu;202.53;28.127;0.045
Sc vs Hu;F25;Hu;202.86;28.137;0.049
Sc vs Hu;F25;Hu;203.19;28.137;0.041
Sc vs Hu;F25;Hu;203.53;28.185;0.042
Sc vs Hu;F25;Hu;203.86;28.244;0.05
Sc vs Hu;F25;Hu;204.19;28.215;0.048
Sc vs Hu;F25;Hu;204.53;28.283;0.043
Sc vs Hu;F25;Hu;204.86;28.215;0.039
Sc vs Hu;F25;Hu;205.19;28.254;0.033
Sc vs Hu;F25;Hu;205.53;28.283;0.033
Sc vs Hu;F25;Hu;205.86;28.273;0.042
Sc vs Hu;F25;Hu;206.19;28.283;0.046
Sc vs Hu;F25;Hu;206.53;28.303;0.052
Sc vs Hu;F25;Hu;206.86;28.332;0.044
Sc vs Hu;F25;Hu;207.19;28.352;0.044
Sc vs Hu;F25;Hu;207.53;28.381;0.042
Sc vs Hu;F25;Hu;207.86;28.4;0.043
Sc vs Hu;F25;Hu;208.19;28.381;0.041
Sc vs Hu;F25;Hu;208.53;28.371;0.031
Sc vs Hu;F25;Hu;208.86;28.42;0.03
Sc vs Hu;F25;Hu;209.19;28.4;0.029
Sc vs Hu;F25;Hu;209.53;28.459;0.03
Sc vs Hu;F25;Hu;209.86;28.459;0.037
Sc vs Hu;F25;Hu;210.19;28.42;0.038
Sc vs Hu;F25;Hu;210.53;28.469;0.037
Sc vs Hu;F25;Hu;210.86;28.469;0.047
Sc vs Hu;F25;Hu;211.19;28.479;0.044
Sc vs Hu;F25;Hu;211.53;28.518;0.042
Sc vs Hu;F25;Hu;211.86;28.518;0.035
Sc vs Hu;F25;Hu;212.19;28.547;0.027
Sc vs Hu;F25;Hu;212.53;28.596;0.022
Sc vs Hu;F25;Hu;212.86;28.567;0.008
Sc vs Hu;F25;Hu;213.19;28.537;0.005
Sc vs Hu;F25;Hu;213.53;28.508;0.007
Sc vs Hu;F25;Hu;213.86;28.567;0.014
Sc vs Hu;F25;Hu;214.19;28.557;0.022
Sc vs Hu;F25;Hu;214.53;28.508;0.035
Sc vs Hu;F25;Hu;214.86;28.577;0.045
Sc vs Hu;F25;Hu;215.19;28.596;0.047
Sc vs Hu;F25;Hu;215.53;28.646;0.044
Sc vs Hu;F25;Hu;215.86;28.646;0.051
Sc vs Hu;F25;Hu;216.19;28.636;0.045
Sc vs Hu;F25;Hu;216.53;28.665;0.032
Sc vs Hu;F25;Hu;216.86;28.655;0.023
Sc vs Hu;F25;Hu;217.19;28.685;0.016
Sc vs Hu;F25;Hu;217.53;28.715;0.013
Sc vs Hu;F25;Hu;217.86;28.665;0.017
Sc vs Hu;F25;Hu;218.19;28.695;0.016
Sc vs Hu;F25;Hu;218.53;28.675;0.025
Sc vs Hu;F25;Hu;218.86;28.695;0.023
Sc vs Hu;F25;Hu;219.19;28.675;0.03
Sc vs Hu;F25;Hu;219.53;28.734;0.046
Sc vs Hu;F25;Hu;219.86;28.734;0.045
Sc vs Hu;F25;Hu;220.19;28.784;0.046
Sc vs Hu;F25;Hu;220.53;28.744;0.042
Sc vs Hu;F25;Hu;220.86;28.784;0.049
Sc vs Hu;F25;Hu;221.19;28.843;0.049
Sc vs Hu;F25;Hu;221.53;28.803;0.046
Sc vs Hu;F25;Hu;221.86;28.803;0.044
Sc vs Hu;F25;Hu;222.19;28.813;0.053
Sc vs Hu;F25;Hu;222.53;28.902;0.05
Sc vs Hu;F25;Hu;222.86;28.912;0.051
Sc vs Hu;F25;Hu;223.19;28.872;0.059
Sc vs Hu;F25;Hu;223.53;28.902;0.052
Sc vs Hu;F25;Hu;223.86;28.961;0.043
Sc vs Hu;F25;Hu;224.19;28.951;0.033
Sc vs Hu;F25;Hu;224.53;28.971;0.035
Sc vs Hu;F25;Hu;224.86;29;0.038
Sc vs Hu;F25;Hu;225.19;28.961;0.031
Sc vs Hu;F25;Hu;225.53;28.981;0.034
Sc vs Hu;F25;Hu;225.86;28.99;0.037
Sc vs Hu;F25;Hu;226.19;29.02;0.037
Sc vs Hu;F25;Hu;226.53;29.03;0.034
Sc vs Hu;F25;Hu;226.86;29.03;0.042
Sc vs Hu;F25;Hu;227.19;29.099;0.037
Sc vs Hu;F25;Hu;227.53;29.069;0.034
Sc vs Hu;F25;Hu;227.86;29.079;0.035
Sc vs Hu;F25;Hu;228.19;29.059;0.041
Sc vs Hu;F25;Hu;228.53;29.119;0.039
Sc vs Hu;F25;Hu;228.86;29.099;0.033
Sc vs Hu;F25;Hu;229.19;29.119;0.039
Sc vs Hu;F25;Hu;229.53;29.158;0.041
Sc vs Hu;F25;Hu;229.86;29.197;0.043
Sc vs Hu;F25;Hu;230.19;29.158;0.036
Sc vs Hu;F25;Hu;230.53;29.158;0.036
Sc vs Hu;F25;Hu;230.86;29.188;0.031
Sc vs Hu;F25;Hu;231.19;29.217;0.029
Sc vs Hu;F25;Hu;231.53;29.227;0.034
Sc vs Hu;F25;Hu;231.86;29.217;0.047
Sc vs Hu;F25;Hu;232.19;29.227;0.047
Sc vs Hu;F25;Hu;232.53;29.237;0.042
Sc vs Hu;F25;Hu;232.86;29.266;0.041
Sc vs Hu;F25;Hu;233.19;29.296;0.045
Sc vs Hu;F25;Hu;233.53;29.335;0.044
Sc vs Hu;F25;Hu;233.86;29.316;0.04
Sc vs Hu;F25;Hu;234.19;29.316;0.038
Sc vs Hu;F25;Hu;234.53;29.335;0.032
Sc vs Hu;F25;Hu;234.86;29.365;0.03
Sc vs Hu;F25;Hu;235.19;29.345;0.028
